osm_type,osm_id,name,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,diet:gluten_free,diet:vegan,diet:vegetarian,email,name,opening_hours,organic,phone,website,wheelchair,cuisine,bar,brewery,indoor_seating,outdoor_seating,smoking,source,source:date,takeaway,toilets:wheelchair,addr:country,air_conditioning,contact:email,contact:phone,contact:website,opening_hours:kitchen,url,diet:halal,contact:facebook,contact:instagram,check_date,check_date:opening_hours,old_name,created_by,description,tourism,note,internet_access,brand,brand:wikidata,diet:meat,wikidata,wikipedia,opening_hours:signed,internet_access:fee,reservation,operator,official_name,atmotorway,branch,brand:website,operator:wikidata,wifi:operator,alt_name,delivery,name:zh,contact:fax,sport,source:addr,source:addr:date,name:prefix,payment:cards,payment:contactless,website:menu,diet:kosher,diet:lactose_free,diet:pescetarian,changing_table,smoking:outside,wheelchair:description,level,source:opening_hours,brand:wikipedia,wikimedia_commons,image,instagram,short_name,payment:cash,payment:credit_cards,payment:debit_cards,price,shop,facebook,access,payment:coins,payment:notes,indoor,kids_area:outdoor,toilets,toilets:access,twitter,contact:twitter,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,survey:date,fair_trade,identity,interaction,provides,breakfast,dinner,lunch,payment:maestro,strapline,fax,operator:website,historic,internet_access:ssid,stars,toilets:fee,toilets:handwashing,toilets:unisex,check_date:diet:vegan,old_name_1,old_name_2,name:en,name:nl,addr:housename,contact:mobile,payment:apple_pay,payment:google_pay,rooms,payment:mastercard,payment:visa,capacity,changing_table:adult,entrance:step_count,entrance:width,wheelchair:turning_circle,terrace,layer,name:it,self_service,opening_hours:url,drive_through,check_date:currency:XBT,drink:tea,microbrewery,construction,closed:amenity,not:brand:wikidata,atm,airconditioned,historic:amenity,historic:name,leisure,name:suffix,diet:non-vegetarian,food,contact:tripadvisor,ref:gers,disused:amenity,entrance,location,int_name,fixme,drink:beer,check_date:diet:vegetarian,menu,mobile,dog,start_date,fast_food,addr:suburb,contact:whatsapp,toilets:disposal,toilets:gender_segregated,kitchen,name:de,ref:bag,camp_site,changing_table:count,changing_table:location,old_website,website:note,highchair,man_made,surveillance,check_date:existence,opening_hours:takeaway,toilets:menstrual_products,mapillary,drink:club-mate,payment:girocard,name:ko,brand:email,ref,lgbtq,changing_table:fee,wheelchair:description:nl,source_ref,toilets:position,addr:floor,payment:cash:EUR,payment:pin,diet:mediterranean,full_name,website:booking,website:en,website:nl,name:ja,kids_area,kids_area:fee,kids_area:indoor,name:fr,lactose_free,vegetarian,happycow:id,open,payment:qr_code,service:electricity,name:source,roof:shape,restaurant,internet_access:password,opening_date,note:nl,beer,yelp,delivery:covid19,takeaway:covid19,diet:omnivore,all_you_can_eat,check_date:smoking,craft,changing_table:note,wifi,elevator,source:capacity,seats,old_name2,ice_cream,drink:coffee,drink:espresso,swimming_pool,diet:organic,addr:province,drive_in,phone:contact,start_date:amenity,abandoned,reservation:website,opening_hours:delivery,operator:phone,name:yue,heritage,heritage:operator,name:es,check_date:toilets:wheelchair,name:pt,diet:fish,toilets:changing_table,clothes,ref:kvk,payment:account_cards,payment:american_express,website:orders,website:contact,currency:EUR,opening_hours:phone,lastcheck,amenity_1,emergency,restaurant:type:nl,payment:cryptocurrencies,construction:amenity,delivery:partner,payment:v_pay,payment:visa_debit,payment:card,hotel,guest_house,drink:wine,ref:vatin,beverages,social_facility,contact:linkedin,contact:youtube,removed:addr:housenumber,removed:addr:street,designation,cat,phone:mobile,payment:electronic_purses,playground,weather_protection,loc_name,source:name,name:etymology,name:etymology:wikidata,ele,disused:shop,addr:number,note:en,diet:fresh,club,seamark:small_craft_facility:category,seamark:type,sport:boating,long_name,diet:dairy_free,contact:restaurantguru,kids_area:supervised,network,owner,internet_access:type,live_music,service_times,addr:unit,payment:iDeal,disused:tourism,disused:website,artist_name,ref:rce,source:amenity,opening_hours:dinner,award:michelin,fee,parking,old_name:de,toilets:female,toilets:male,second_hand,payment:bancomat,panoramax,telecom,contact:city,pets,disused:name,name:fy,diet:egg_free,diet:nut_free,diet:seafood,diet:sugar_free,beds,boat:rental,closed:name,seasonal,old_name3,short_name:zh,name:ar,alt_name:zh,name:am,name:-2022,diet:non-halal,hema:id,speciality,regional,name:1988-1990,name:1990-2001,name:2001-2007,name:2007-2016,name:2016-2023,building:colour,building:levels,addr:place,name:zh-Hans,loc_ref,cafe,winery,dress_code,name:vi,note:covid19,buffet,payment:visa_electron,amenity_2,amenity_3,power_supply,source:addr:postcode,name:signed,payment:cheque,website:menu:en,diet:healthy,payment:app,stroller,cash_withdrawal:type,building:floor,airside,name:tr,check:date,caravans,tents,room,reusable_packaging:accept,operator:wikipedia,wheelchair:description:en,diet:local,min_age,diet:chicken,diet:pork,building,OnroerendErfgoed:criteria,heritage:website,inscription,ref:OnroerendErfgoed,source:geometry:date,source:geometry:ref,roof:levels,note:BAG,floating,height,material,source:height,nudism,building:material,roof:colour,contact:tiktok,name_2,fenced,building:part,roof:height,roof:material,internet_access:downlink,type
node,94829656,Turbo,,,,,restaurant,,,,,Turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2754145122,Twins,Ouddorp,7,3253MC,De Punt,restaurant,,,,,Twins,"We-Fr 17:00-18:00+; Sa,Su 12:00-18:00+",,,https://www.restaurant-twins.nl/,,,,,yes,yes,,BAG,2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+31 6 15882008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2892072891,'t Spoor,Sprang-Capelle,4,5161ZA,Wendelnesseweg-Oost,restaurant,,,,info@spoor-t.nl,'t Spoor,,,+31 416 311 637,https://www.spoor-t.nl,,international,,,,,,BAG,2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2173005037,Dewi Sri,,,,,restaurant,,,,,Dewi Sri,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6036235816,Brasserie Harkema,,,,,restaurant,,,,,Brasserie Harkema,,,,,,,,,,,,,,,,,,,,https://www.brasserieharkema.nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2708655917,Roadrunner,Dalfsen,60,7722SH,Hessenweg,restaurant,,,,,Roadrunner,,,,,,,,,,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8274273154,Woods,Leiden,81,2321AA,Haagweg,restaurant,,,,,Woods,,,,,yes,regional,,,yes,yes,,BAG,2014-02-11,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3005543818,Al Vesuvio,Gemert,24,5421CJ,Binderseind,restaurant,,,,,Al Vesuvio,,,,https://www.alvesuvio.nl/,,,,,,,,BAG,2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,584208623,Romagna,Nijmegen,6,6511GC,In de Betouwstraat,restaurant,,,,,Romagna,,,,,,italian;pizza,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723985082,Krishna Vilas,'s-Gravenhage,56,2514BK,Hooikade,restaurant,,yes,only,,Krishna Vilas,,,,https://krishnavilas.com/,,indian,,,,,,BAG,2014-02-11,,,,,,+31 70 887 7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2802071963,Pannenkoe,Leerbroek,53,4245KS,Leerbroekseweg,restaurant,yes,,yes,,Pannenkoe,,,,https://www.pannenkoe.nl/leerbroek/,,crepe;pancake,,,,,,BAG,2014-03-24,,,,,,,,,,,,,,,Onder de Pannen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3436167605,Zappa's,Nijmegen,155,6511JH,Plein 1944,restaurant,,,,,Zappa's,,,,,,,,,,,,BAG,2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2859216965,La Brace Haps,Haps,3,5443AA,Kerkstraat,restaurant,,,,,La Brace Haps,,,,https://labracehaps.nl/index.html,,greek;italian;pizza;turkish,,,,,,BAG,2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12053061766,Brasserie Margaux,,27A,,Beethovenstraat,restaurant,,,,,Brasserie Margaux,,,,https://brasseriemargaux.nl/home/,,french,,,,,,,,,,,,,,,,,,,https://www.instagram.com/brasseriemargaux,2024-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,648922474,Napoli,Bergen op Zoom,10,4611NV,Kerkstraat,restaurant,,,,,Napoli,,,,,,,,,,,,BAG,2014-03-24,,,,,,,,,,,,,,,,,Italiaans Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5427017742,Magnolia,,,,,restaurant,,,,,Magnolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729889321,La Tavola,'s-Gravenhage,81,2517HP,Valeriusstraat,restaurant,,,,,La Tavola,,,,,,italian,,,yes,yes,,BAG;survey,2014-02-11,,,,,,,,,,,,,,2022-12-07,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2500306133,Isolabella,Losser,6,7581JA,de Brink,restaurant,,,,,Isolabella,We-Sa 16:30-22:00; Su 15:00-22:00,,+31 53 536 2666,https://www.restaurant-isolabella.nl/,,pizza,,,,,,BAG,2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2719662842,Bella Totti,Voorthuizen,157E,3781AD,Hoofdstraat,restaurant,,,,,Bella Totti,Tu-Su 15:00-23:00,,,https://bellatotti.nl/,,italian,,,,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3354493413,Pyramide,,,,,restaurant,,,,,Pyramide,Su-Th 16:00-01:00; Fr-Sa 16:00-02:30,,,http://www.pyramidebrielle.nl/,,pizza;greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5686427231,Gembira,,,,,restaurant,,,,,Gembira,Fr-We 12:00-19:00; Th 12:00-20:00,,,https://www.gembirastreetfood.nl/alkmaar/,,indonesian,,,,no,,,,only,,,,,+31 72 785 1110,,,,yes,,,,,,,,,,,,,,,,,,,,,,Alkmaar,,,,,yes,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caterer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1824793659,ELIA Grieks Restaurant,,,,,restaurant,,,,info@elia-duiven.nl,ELIA Grieks Restaurant,,,+31 316 261 283,https://eliaduiven.nl,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,441701466,Hotel-Restaurant La Ville Blanche,Thorn,2,6017AR,Hoogstraat,restaurant,,,,info@hotellavilleblanche.nl,Hotel-Restaurant La Ville Blanche,,,+31 475 562 341,https://www.hotellavilleblanche.nl,,,,,,,,BAG,2014-03-24,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
