osm_type,osm_id,amenity,name,cuisine,website,check_date,created_by,changing_table,changing_table:adult,entrance:kerb:height,entrance:ramp,entrance:step_count,entrance:width,phone,wheelchair:turning_circle,addr:housenumber,addr:postcode,addr:street,diet:vegetarian,email,opening_hours,addr:city,addr:country,brand,brand:wikidata,brand:wikipedia,toilets:wheelchair,contact:email,contact:phone,contact:website,addr:unit,internet_access,level,fixme,outdoor_seating,indoor_seating,alt_name,internet_access:fee,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,wheelchair,toilets:wheelchair:door_width,toilets:wheelchair:level,takeaway,check_date:diet:vegetarian,check_date:opening_hours,toilets:wheelchair:space_side,operator,OnroerendErfgoed:criteria,fax,heritage,heritage:operator,heritage:website,old_name,ref:OnroerendErfgoed,contact:facebook,contact:instagram,contact:mobile,toilets:wheelchair:accessible_via,wikidata,diet:halal,diet:vegan,payment:cards,source,name:en,name:nl,website:menu,description,disused:amenity,wikipedia,facebook,image,mapillary,addr:housename,smoking,wikimedia_commons,ramp:wheelchair,mobile,capacity,access,comment,opening_hours:signed,restaurant:type:nl,disused:shop,note,delivery,name:fr,name:el,elevator:width,bar,brewery,microbrewery,reservation,start_date,toilets,drive_through,lgbtq:signed,reservation:phone,reservation:website,strapline,survey:date,toilets:access,toilets:wheelchair:space_front,was:cuisine,was:name,was:opening_hours,was:website,check_date:diet:vegan,diet:kosher:certification,self_service,stars,payment:mastercard,payment:visa,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,opening_hours:kitchen,phone:mobile,diet:kosher,branch,diet:healthy,diet:meat,diet:non-vegetarian,diet:organic,payment:maestro,addr:state,food,air_conditioning,changing_table:location,source:geometry:date,source:geometry:ref,shop,elevator:depth,diet:sugar_free,restaurant,url,name:ar,payment:qr_code,name:de,contact:whatsapp,ref:vatin,website:booking,contact:tiktok,opening_hours:takeaway,building,historic,castle_type,building:architecture,building:levels,roof:levels,house,tourism,height,indoor
node,1810855939,restaurant,Sushi Palace (Takeaway),sushi,,,,,,0.0,,3.0,0.68,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1895277227,restaurant,Las Margaritas,mexican;tex-mex,,,,,,,,,,+32 3 226 74 40,,27,2000.0,Pacificatiestraat,,,"We-Su 18:00-00:00; Mo,Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1911503071,restaurant,Grand Café Ca Va,italian,https://villarperosa.be/,,,,,,,,,+32 3 886 27 90;+32 488 10 10 10,,,2610.0,,,,"Tu-Sa 17:30-22:00; Su 12:30-15:00, 17:30-22:00",,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villar Perosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1931417601,restaurant,Dôme,,https://www.domeweb.be/,,,,,,,,,,,2,,Grotehondstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,4.0,OnroerendErfgoed,https://inventaris.onroerenderfgoed.be/dibe/relict/6817,,6817.0,,,,,Q2337930,,,,,,,,Politiebureel,police,nl:Dôme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2070214574,restaurant,Finjan,kebab;turkish,https://www.finjan.be/,,,,,,,,,,,1,,Graaf van Hoornestraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2072674167,restaurant,La Terrazza,italian,,,,,,,,,,+32 3 449 92 33,,326,2610.0,Prins Boudewijnlaan,,,"Th-Tu 12:00-14:30,18:00-22:00",Wilrijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2141153942,restaurant,Da Giovanni,italian,https://www.dagiovanni.be,,,yes,,0.0,,0.0,0.9,+32 3 234 35 01,yes,,2000.0,,,info@dagiovanni.be,Mo-Su 11:00-23:30,,,,,,yes,,,,,,,,,,,,,,,,limited,,ground_floor,,,,,,,,,,,,,dagiovanni.be,,,,,,,,,,,,,,,https://www.facebook.com/dagiovanni.be/,https://images.mapillary.com/Tb3Dm43aXj8ftrNlQAiZCj/thumb-2048.jpg,195886575686132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2141153948,restaurant,El Toro Negro,steak_house,https://el-toro-negro.webnode.be/,,,,,,,,,+32 485 57 78 24,,,2000.0,,,,,,,,,,,,,,,wlan,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2151674752,restaurant,I Migliori,italian,http://www.imigliori.be/,,,no,,0.05,no,1.0,1.0,+32 3 231 82 93,yes,34-36,2000.0,Amsterdamstraat,,,"Mo-Fr 12:00-15:00,17:30-23:00; Sa 17:00-23:00; Su off",Antwerpen,BE,,,,yes,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,ground floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2151763442,restaurant,a tavola,italian,,2024-02-10,,,,,,,,,,282,2018.0,Lange Lozanastraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2203821271,restaurant,Den Bourgondiër,,https://www.denbourgondier.be,,,,,,,,,+32 3 828 70 33,,121,2610.0,Sint-Bavostraat,,,"We-Fr 12:00-14:00,18:00-01:00, Sa 18:00-01:00",Wilrijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2281991222,restaurant,Thai Dragon,thai,https://www.thaidragon.be,,,,,,,,,,,26,2000.0,Ernest Van Dijckkaai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2329196231,restaurant,De Merode,,https://www.demerodeberchem.be,2023-11-09,,,,,,,,,,29,,Grotesteenweg,,,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2348355798,restaurant,Atelier Maple,french,,,,,,,,,,,,210,2140.0,Karel De Preterlei,,,Tu-Fr 12:00-14:00; Tu-Sa 19:00-21:00,Borgerhout,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2367581654,restaurant,Horta Grand Café,,https://www.grandcafehorta.be/,,,no,,0.04,no,1.0,1.03,+32 3 203 56 60,yes,2,2000.0,Hopland,yes,,"Mo-Fr 10:00-22:00; Sa,Su 09:00-22:00",Antwerpen,,,,,yes,,,,,,,,,,,,,,,,,1.02,,,,,0.9,,,,,,,,,,,,elevator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2405529832,restaurant,Amadeus,ribbs,http://amadeus-resto.be,2024-03-05,,,,,,3.0,0.55,,yes,7,,Suikerrui,,,,Antwerpen,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,M,,4.0,OnroerendErfgoed,https://inventaris.onroerenderfgoed.be/dibe/relict/4620,,4620.0,,,,,,,,,,,,,,,,,,,Hansahuis,outside,File:Antwerpen_Hansahuis.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2407511231,restaurant,Xaverius,,https://www.restaurant-xaverius.be,,,,,0.03,no,1.0,0.66,,no,21,,Oude Koornmarkt,,,,Antwerpen,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2455491149,restaurant,Meat & Eat,regional,https://www.gastro-by-mo.be/meat-and-eat.html,,,,,,,,,+32 3 238 11 15,,1,,Marnixplaats,,,"Mo-Su 12:00-14:00,18:00-22:30",Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2529429800,restaurant,Yam Thai,thai,http://www.yamthai.be,,,,,0.0,,0.0,0.87,,no,76,2000.0,Volkstraat,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2651871835,restaurant,Instanbul,international,,2024-01-27,,,,,,,,,,283,2100.0,Gallifortlei,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2659901670,restaurant,Paraíso do Paladar,portuguese,,,,no,no,0.06,,1.0,0.82,+32 3 225 36 67,no,16,2000.0,Ankerrui,no,,"Mo,Tu,Fr-Su 12:00-14:30,18:00-21:30; We,Th off",Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2696834375,restaurant,The Jane,,https://www.thejaneantwerp.com/,,,,,,,,,,,1,,Paradeplein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q22980627,,,,,,,,,,nl:The Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2715675279,restaurant,Cena,french,https://www.restaurantcena.be,,,,,,,,,+32 3 294 78 77,,4,2018.0,Door Verstraeteplaats,,restaurantcena@telenet.be,"Tu-Sa 18:00-21:30, Tu-Sa 12:00-14:00 ""by appointment""; Su,Mo ""by appointment""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2803717693,restaurant,Salada Sociale,Lunch & Brunch,,,,,,,,,,,,7,2018.0,Van Immerseelstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2803769025,restaurant,Pizza Service,pizza,,,,,,,,,,+32 3 225 20 20,,18,2018.0,Simonsstraat,yes,,17:00-22:45,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2941633782,restaurant,La cigale d'Argent,french,,,,,,0.0,,3.0,0.93,,no,17,2018.0,Appelmansstraat,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3016292614,restaurant,Caravan,international,,,,,,,,,,+32 3 297 68 52,,17,2060.0,Damplein,,decaravan@telenet.be,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3025811135,restaurant,Poule & Poulette,,https://poulepoulette.com/,,,,,0.05,,1.0,0.84,,,2,,Godefriduskaai,,GK2@poulepoulette.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,Terrace accesible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3025995007,restaurant,La Torre,italian,,2024-03-05,,,,0.0,,0.0,1.1,+32 3 232 06 30,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/latorreantwerpen,https://images.mapillary.com/cq2rwgAWv9ZO9vq6mmyB8e/thumb-2048.jpg,1153238661806244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3025995008,restaurant,Sushi Asian Cuisine,sushi,,,,,,0.1,no,1.0,1.0,,yes,8,,Groenplaats,,,,Antwerpen,BE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3029544291,restaurant,Orso,pizza,https://www.orsopizzeria.be,,,,,,,,,+32 3 501 11 77,,46,2018.0,Grotebeerstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,https://nl-nl.facebook.com/pages/ORSO-Pizzeria/634346099968373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3240742468,restaurant,Smudged,diner,https://www.smudged.be/,,,,,,,,,,,20,2000.0,Sint-Paulusplaats,,info@smudged.be,Tu-Sa 17:00-01:00,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+32 491 25 28 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3250758061,restaurant,Brasserie Appelmans,fine_dining;international,https://www.brasserieappelmans.be,,,,,,,,,+32 3 226 20 22,,,2000.0,,,info@brasserieappelmans.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3250776061,restaurant,Brasserie Monico-Meir,regional,https://www.monicomeir.be,,,,,0.18,no,1.0,0.85,,no,,,,,,,,,,,,no,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3287224361,restaurant,Mijn Plek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3329072679,restaurant,Chef's Table,international,,,,,,,,,,,,1,2070.0,Koningin Astridlaan,,,,Burcht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3363245184,restaurant,De Troubadour,french,https://detroubadour.be,,,,,,,,,,,72,2600.0,Driekoningenstraat,,,,Berchem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3545241174,restaurant,Nieuw Swatow,chinese,,,,,,,,,,,,1,,Hoge-Aardstraat,no,,"Mo,Th-Sa 12:00-14:00,17:30-21:30; Su,PH 12:00-15:00,17:00-21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3724696631,restaurant,Sinbad,,https://restaurant-sinbad.metro.rest/?lang=nl,2023-12-16,,,,,,,,,,30,2060.0,Kerkstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3724774317,restaurant,Broodjeshuis,sandwich,,2024-09-15,,,,,,,,,,65,2018.0,Jan Van Rijswijcklaan,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3841494434,restaurant,Bistro Anders dan Anders,belgian;french,https://bistroandersdananders.be,,,,,,,,,+32 3 541 66 69,,10,2180.0,Dorpstraat,,,"Mo,Tu off; We 10:00-16:45,17:30-23:00; Th-Su 11:00-16:45,17:30-23:00 || We 10:00-16:00,17:30-21:00 open ""keuken"" || Th-Sa 11:00-16:00,17:30-21:00 open ""keuken"" || Su 12:00-16:00,17:30-20:00 open ""keuken""",,,,,,,,,,,,,,,,Anders dan Anders,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/bistro.andersdananders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3844298161,restaurant,Laet het smaken,regional,https://laethetsmaken.be/,,,,,,,,,+32 3 435 38 51,,26/1,2180.0,Dorpstraat,,,"Su,Mo off; Tu,Th-Sa 11:30-22:00; We 09:00-22:00",,,,,,,,,,,,,,,,Bistro Laet het smaken,,,,,,limited,,,,,,,,,,,,,De Zoete Kiwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greengrocer,"Laet het smaken zit op 26/1, is kavel noord van 26.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3866770903,restaurant,Macau,chinese,,,,,,,,,,+32 3 541 04 62,,12,2180.0,Markt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3877916739,restaurant,Ballantines,,https://www.brasserie-ballantines.be/,,,,,,,,,+32 3 541 51 51,,62-64,2180.0,Klein Hagelkruis,,info@brasserie-ballantines.be,"Mo-Fr 11:00-23:00; Sa,Su 17:00-23:00; PH off",,,,,,,,,,,,,,,,Ballantine's,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,brasserie; restaurant; feestzaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4127693765,restaurant,Diyar,snack;pitta;durum;kebab,,,,,,,,,,,,15,2640.0,Mechelsesteenweg,,,,Mortsel,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4144339591,restaurant,Sir Anthony Van Dijck,,https://www.siranthonyvandijck.be/,,,,,,,,,+32 3 231 61 70,,,,,,,"Mo-Sa 12:00-13:30,18:30-24:00+; Su,PH off",,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4146451383,restaurant,El Rodizio,,,,,,,,,,,,,3,2000.0,Gentplaats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazilion Steakhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4146451387,restaurant,Zaowang,sushi;japanese,https://www.zaowang.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4176642845,restaurant,Wong,chinese,http://www.chineesrestaurantwong.be/,,,,,,,,,+32 3 542 26 33,,4,2180.0,Ferdinand Verbieststraat,,,"Mo,Tu,Th,Fr 12:00-14:00,17:00-21:00; Sa,Su 12:00-14:00,18:30-21:00; We off",,,,,,,,,,,,,,,,Chinees Restaurant Wong,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Chinees-restaurant-Wong/395358877174161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4178943989,restaurant,Theatercafe Mortsel,,https://www.theatercafemortsel.be/,,,,,,,,,+32 3 777 31 74,,16,,Heilig-Kruisstraat,,,Mo off; Tu-Th 12:00-00:00; Fr-Su 12:00-01:00; Su 12:00-22:00,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4212026391,restaurant,Restaurant Ardent,french;fine_dining,https://www.resto-ardent.be,,,,,,,,,+32 3 336 32 99,,3,2018.0,Dageraadplaats,,info@resto-ardent.be,"We-Fr,Su 12:00-14:00,19:00-21:00; Sa 19:00-21:00; Mo,Tu off",,,,,,,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4282048889,restaurant,Het District,,http://www.hetdistrict.be/,,,no,,0.1,no,1.0,0.7,+32 3 542 35 55,no,48,2180.0,Veltwijcklaan,,info@hetdistrict.be,Tu-Sa 11:00-22:00; Su 09:30-22:00; Mo off,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,+32 3 542 41 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317268398,restaurant,La Lanterna,italian,https://lalanterna.be/,2023-04-10,,,,0.0,,0.0,1.0,,,6,,Leopoldplaats,,,,,,,,,no,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4348455389,restaurant,La Pipe d'Anvers,,https://www.lapipedanvers.be/,2024-10-25,,,,,,,,+32 3 770 61 11,,3,2000.0,Cadixstraat,,,"Mo-Fr 10:00-00:00+, Sa,Su ""reservations""",Antwerpen,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4376630989,restaurant,Falafeltof,lebanese,http://www.falafeltof.com,2024-02-17,,,,,,,,,,32,2000.0,Hoogstraat,,,Mo-Th 12:00-20:00; Fr-Sa 12:00-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
