osm_type,osm_id,amenity,name,cuisine,website,check_date,created_by,changing_table,changing_table:adult,entrance:kerb:height,entrance:ramp,entrance:step_count,entrance:width,phone,wheelchair:turning_circle,addr:housenumber,addr:postcode,addr:street,diet:vegetarian,email,opening_hours,addr:city,addr:country,brand,brand:wikidata,brand:wikipedia,toilets:wheelchair,contact:email,contact:phone,contact:website,addr:unit,internet_access,level,fixme,outdoor_seating,indoor_seating,alt_name,internet_access:fee,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,wheelchair,toilets:wheelchair:door_width,toilets:wheelchair:level,takeaway,check_date:diet:vegetarian,check_date:opening_hours,toilets:wheelchair:space_side,operator,OnroerendErfgoed:criteria,fax,heritage,heritage:operator,heritage:website,old_name,ref:OnroerendErfgoed,contact:facebook,contact:instagram,contact:mobile,toilets:wheelchair:accessible_via,wikidata,diet:halal,diet:vegan,payment:cards,source,name:en,name:nl,website:menu,description,disused:amenity,wikipedia,facebook,image,mapillary,addr:housename,smoking,wikimedia_commons,ramp:wheelchair,mobile,capacity,access,comment,opening_hours:signed,restaurant:type:nl,disused:shop,note,delivery,name:fr,name:el,elevator:width,bar,brewery,microbrewery,reservation,start_date,toilets,drive_through,lgbtq:signed,reservation:phone,reservation:website,strapline,survey:date,toilets:access,toilets:wheelchair:space_front,was:cuisine,was:name,was:opening_hours,was:website,check_date:diet:vegan,diet:kosher:certification,self_service,stars,payment:mastercard,payment:visa,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,opening_hours:kitchen,phone:mobile,diet:kosher,branch,diet:healthy,diet:meat,diet:non-vegetarian,diet:organic,payment:maestro,addr:state,food,air_conditioning,changing_table:location,source:geometry:date,source:geometry:ref,shop,elevator:depth,diet:sugar_free,restaurant,url,name:ar,payment:qr_code,name:de,contact:whatsapp,ref:vatin,website:booking,contact:tiktok,opening_hours:takeaway,building,historic,castle_type,building:architecture,building:levels,roof:levels,house,tourism,height,indoor
node,4146451383,restaurant,El Rodizio,,,,,,,,,,,,,3,2000,Gentplaats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazilion Steakhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4146451384,restaurant,Roji,sushi,https://www.roji.be/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4146451387,restaurant,Zaowang,sushi;japanese,https://www.zaowang.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4176642845,restaurant,Wong,chinese,http://www.chineesrestaurantwong.be/,,,,,,,,,+32 3 542 26 33,,4,2180,Ferdinand Verbieststraat,,,"Mo,Tu,Th,Fr 12:00-14:00,17:00-21:00; Sa,Su 12:00-14:00,18:30-21:00; We off",,,,,,,,,,,,,,,,Chinees Restaurant Wong,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Chinees-restaurant-Wong/395358877174161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4178943989,restaurant,Theatercafe Mortsel,,https://www.theatercafemortsel.be/,,,,,,,,,+32 3 777 31 74,,16,,Heilig-Kruisstraat,,,Mo off; Tu-Th 12:00-00:00; Fr-Su 12:00-01:00; Su 12:00-22:00,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4212026391,restaurant,Restaurant Ardent,french;fine_dining,https://www.resto-ardent.be,,,,,,,,,+32 3 336 32 99,,3,2018,Dageraadplaats,,info@resto-ardent.be,"We-Fr,Su 12:00-14:00,19:00-21:00; Sa 19:00-21:00; Mo,Tu off",,,,,,,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4246521885,restaurant,Eco-café,,http://www.eco-cafe.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4266000491,restaurant,Spritz,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4282048889,restaurant,Het District,,http://www.hetdistrict.be/,,,no,,0.1,no,1,0.7,+32 3 542 35 55,no,48,2180,Veltwijcklaan,,info@hetdistrict.be,Tu-Sa 11:00-22:00; Su 09:30-22:00; Mo off,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,+32 3 542 41 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4306496290,restaurant,Aquila,regional,,,,,,,,,,,,55,,Heuvelstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317268398,restaurant,La Lanterna,italian,https://lalanterna.be/,2023-04-10,,,,0,,0,1,,,6,,Leopoldplaats,,,,,,,,,no,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4348455389,restaurant,La Pipe d'Anvers,,https://www.lapipedanvers.be/,2024-10-25,,,,,,,,+32 3 770 61 11,,3,2000,Cadixstraat,,,"Mo-Fr 10:00-00:00+, Sa,Su ""reservations""",Antwerpen,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4351577389,restaurant,tomi sushi,sushi,,,,,,,,,,,,,,Gitschotellei,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4376630989,restaurant,Falafeltof,lebanese,http://www.falafeltof.com,2024-02-17,,,,,,,,,,32,2000,Hoogstraat,,,Mo-Th 12:00-20:00; Fr-Sa 12:00-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4393950678,restaurant,Pasta Hero,pasta,,,,,,,,,,,,159,,Statiestraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4395151353,restaurant,De Broers van Julienne,,https://www.debroersvanjulienne.be,,,,,0.11,no,1,0.94,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4397698115,restaurant,Kunthun 2,tibetan,,2023-11-10,,,,,,,,,,18,,Driekoningenstraat,,,"Mo-Fr 12:00-14:00,17:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Kunthun-2-100259369213709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4397811322,restaurant,Poyraz Pide,pizza;turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4397811332,restaurant,Tezol,,,2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4416692889,restaurant,Napo's,,https://www.napos.be,,,,,0.04,,1,0.99,,,56-58,,Sint-Aldegondiskaai,,info@napos.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,Terrace accesible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4434106317,restaurant,Aari thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4434142465,restaurant,Shmos,,https://www.shmosplantbased.com,2023-11-10,,,,,,,,,,154,,Statiestraat,,,Mo 11:00-14:00; Tu-Fr 08:30-15:00; Sa-Su off,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4476445329,restaurant,'t Fonteintje,mediterranean,,,,,,,,,,+32 3 235 13 37,,80,2060,Kerkstraat,yes,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4476445332,restaurant,Den Druiventros,,https://www.dendruiventros.be,,,,,,,,,,,75,2060,Kerkstraat,,info@dendruiventros.be,Mo-Su 17:00-23:00,Antwerpen,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,Den Druiventros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4477832542,restaurant,Pasta 4 You,,,,,,,,,,,+32 487 95 66 75,,76,2060,Kerkstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4477832548,restaurant,Brutal,,https://www.restaurantbrutal.be,,,,,,,,,+32 3 235 91 14,,72,2060,Kerkstraat,,,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4488301362,restaurant,de Vos & Marie,local,http://www.restaurantmarie.be/,2023-11-09,,,,,,,,,,42,,Boomgaardstraat,,,Mo-Fr 10:00-15:00,,,,,,,,,,,,,,,,,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4533908790,restaurant,PASTA-HIPPO-VINO,italian,https://www.pasta-hippo-vino.be,,,,,0.04,no,1,0.74,,no,1,2000,Pelgrimstraat,yes,,,,,,,,no,,,,,wlan,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASTA-HIPPO-VINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4537550190,restaurant,La Volpe,,http://www.lavolpe-elzorro.be,,,,,,,,,+32 3 677 15 53,,53-55,2060,Lange Lobroekstraat,,,"Mo off; Tu-Fr,Su 12:00-22:00; Sa 16:00-22:00",,,,,,,,,,,,,,,,El Zorro,,,,,,,,,,,,,,,+32 3 667 15 54,,,,'t Ribbeke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4537604389,restaurant,Ruby,chinese,,,,,,,,,,+32 3 236 35 22,,101,2060,Lange Lobroekstraat,,,"Mo,Tu,Fr,Sa 17:30-22:00; PH,Su 12:00-13:30,17:30-22:00",Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4541789440,restaurant,Het Gebaar,,https://www.rogervandamme.com/,2023-04-10,,,,,,,,+32 3 232 37 10,,24,2000,Leopoldstraat,,info@hetgebaar.be,"Mo-Fr 11:00-18:00; Sa,Su,PH off",,,,,,,,,,,,,,yes,yes,Lunch Lounge Het Gebaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4548929990,restaurant,De Chinese Muur,chinese,,,,,,,,,,,,100,,Halewijnlaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4551778891,restaurant,Kam-Chih,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4551799893,restaurant,Pizzeria Maldini's,italian_pizza,,,,,,,,,,,,,,,,,Tu-Sa 16:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4592515603,restaurant,Aahaar,indian,https://aahaar.com,,,,,,,,,+32 473 48 52 52;+32 3 235 31 35,,23,2018,Lange Herentalsestraat,yes,,"Mo-Fr 12:00-15:00,17:30-21:30; Sa,Su 13:00-21:30",Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4608129996,restaurant,A'Thai,thai,http://www.a-thai.be/,,,,,,,,,+32 3 646 40 03,,48,,Oude Koornmarkt,,info@a-thai.be,"Mo off; Tu-Su 12:00-14:30,17:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/restaurant.athai/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4616307362,restaurant,Bizanaat,arab,https://elwarda.be/bizanaat,,,,,,,,,,,3,2018,Kleinehondstraat,,,Mo-We off; Th-Su 18:00-00:00,Antwerpen,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4663295907,restaurant,Apollon,greek,https://www.griekapollonantwerpen.com,,,,,,,,,+32 3 689 98 99,,47,2000,Oude Koornmarkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4694114180,restaurant,Grand Café Flamingo,,,,,,,,,0,1.12,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4719923349,restaurant,Goesting,,,,,no,no,0.12,,1,1.2,,no,,,,no,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,yes,,,,hellend vlak is beschikbaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4729916689,restaurant,A Churrasqueira,portuguese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4729916694,restaurant,1° de janeiro da Rosinha,portuguese,,,,,,,,,,+32 486 78 29 61;+32 486 86 66 26,,9,2060,Vondelstraat,,,,,,,,,,,,,,,,,,,Cantinho da Rosinha; Janeiro da Rosinha; 1° de Janeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730799358,restaurant,Cucina 48,italian,,,,,,,,,,+32 3 344 66 63,,48,2000,Sint-Aldegondiskaai,,,Mo off; Tu-Su 12:00-22:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730799360,restaurant,Ellis Gourmet Burger Eilandje,,,,,,,0.12,,1,0.86,,yes,52-54,,Sint-Aldegondiskaai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,Terrace Accesible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730799362,restaurant,Roest,,https://www.roest.be,,,,,0,,0,1.17,+32 3 298 73 59,,64,2000,Sint-Aldegondiskaai,,contact@roest.be,"Mo-Fr 12:00-14:15,17:30-21:30; Sa 12:00-21:30; Su 09:30-21:00",,,,,,yes,,,,,,,,,,,,,,,,,,lift_accessible,,,,2.80,,,,,,,,,,,,elevator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730819685,restaurant,Món,,https://www.monantwerp.com,,,,,,,,,+32 3 345 67 89,,30,2000,Sint-Aldegondiskaai,,info@monantwerp.com,"Mo-Sa 12:00-14:30,18:00-22:00; Su 12:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4731046522,restaurant,Pyramide,kebab;pizza;steak_house,,,,,,,,,,+32 3 354 58 52,,,2110,,,,Mo-Su 16:00-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pyramide.wijnegem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4734975170,restaurant,Estrela do Mar,portuguese,,,,,,,,,,+32 484 73 69 30,,96,2060,Ellermanstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4734975173,restaurant,Orymaz,asian,https://www.orymaz.be/,,,,,,,,,+32 3 888 10 88,,10,2000,Godefriduskaai,,info@orymaz.be,"Tu,We,Fr-Su 12:00-14:30,18:00-22:30; Th 18:00-22:30; Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambodia,,https://www.facebook.com/Restaurant-Orymaz-372297839926505/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4734975174,restaurant,Balls & Glory,,https://ballsnglory.be/antwerpen/,2023-11-11,,no,,0,no,0,1.1,+32 3 568 61 24,yes,1,2000,Theaterplein,yes,antwerpen@ballsnglory.com,"Mo-Fr 11:30-21:00; Sa,Su 09:00-21:00",,,,,,no,,,,,wlan,,,yes,,,no,,,yes,,limited,,,,,,,,,,,,,,,,,,,,,yes,,survey,,,,,,,,,,,outside,,,,,,,,,,,yes,,,,yes,yes,no,yes,2018,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4743686525,restaurant,Mama's Garden,arab;kebab,http://www.mamasgarden.be,,,,,0,,0,0.8,,no,,2000,Oude Koornmarkt,,info@mamasgarden.be,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4751288682,restaurant,Falafel Hub,falafel;mediterranean,https://falafel-hub.business.site/,,,,,,,,,,,60,2060,Diepestraat,,,Tu-Su 12:00 - 20:00,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4756224740,restaurant,LKKRR,pizza,https://www.lkkrr.be,,,no,no,0.15,no,1,1,+32 3 227 29 00,yes,14,2000,Wiegstraat,,,"Mo-Th 11:30-18:00; Fr,Sa 11:30-19:00; Su off",Antwerpen,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4760778361,restaurant,De Burgerij,burger,,,,,,,,,,,,,,,limited,,"Mo-Th 12:00-14:00,17:30-21:30; Fr 12:00-14:00,17:30-22:00; Sa 12:00-22:00; Su 12:00-21:00; PH 12:00-22:00",,,,,,,eilandje@burgerij.be,+32 3 336 66 63,https://burgerij.be/,,,0,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,no,no,+32 3 336 66 63,https://reservations.tablebooker.com/?restaurantId=50540547,Burgers voor Burgers,2025-03-04,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4760788726,restaurant,L'Officina,italian,https://www.ristorante-lofficina.be/,,,,,0.34,,2,0.73,+32 3 226 92 78,yes,20,2000,Verbindingsdok-Westkaai,yes,,"Mo-Sa 12:00-14:30,18:00-22:30; Su off",,,,,,yes,,,,,,,,,,,,,,,,,0.73,,,,,1.08,,,,,,,,,,,,groundfloor,,,,,,,,,,,,,,,,,,,,,,if the weather is nice they open the double large windows as entrance,,,,,,,,,,,,,,,,,,,,,customers,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4760788727,restaurant,WOWCRAB,seafood,https://www.wowcrab.be/,,,,,,,,,+32 3 501 80 88,,19,2000,Bataviastraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"niet italiaan niet aangetroffen 241206, wel 'wowcrab' - deel info te bevestigen",,,,,,,,,,,,,,,,,,,italian,Il Capriani,"Mo-Fr 12:00-15:00,17:30-22:00; Sa,Su 17:00-22:00",https://ilcapriani.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
